verse_key,version_id,eng,local
GEN.6.13,2235,"God said to Noah, The end has come for all creatures, since they have filled the earth with violence. I am now about to destroy them along with the earth.","Ní Unimbɔti bí Noowa yii: «M làá kúntí binib kɔkɔ, kun puee bi yāntì tipɔmbɔti jíń kitiŋ kɔkɔ. M làá céetí-bi kitiŋ pu."
GEN.4.13,2235,"Cain said to the LORD, My punishment is more than I can bear.","Ní Kaayeen bí ti-Dindaan yii: «Óo, m-yìntitam gìńdi nyìmiǹ-mi maa ŋūǹ kí túń."
GEN.5.13,2235,"After the birth of Mahalalel, Kenan lived years; and he had other sons and daughters.","Keenan nín màl̄ Maalaleeyeel boonee, u gíti ŋá abin alaataa anii nì abin imuŋku ili ní. U nìn gíti màl̄ mbininjabiyaamu nì nnimpubiyaamu ki kútì."
GEN.8.14,2235,"In the second month, on the twenty-seventh day, the earth was dry.",Uŋmaliliiti iwiin mmuŋku nì iluli dalee ní kitiŋ kūń.
GEN.7.14,2235,"They and every kind of animal—every kind of livestock, every kind that crawls on the ground, every kind of bird.","Ŋwiin gbanti ní upeel kamaa buluku, kuwaŋkuluu kamaa buluku nì tin kɔkɔ fù kitiŋ puee kubuluu kubuluu, nì unoon kamaa buluku, nì tin kɔkɔ cáá ifeenee kubuluu kubuluu mun kɔ́ meelan."
GEN.2.13,2235,The name of the second river is the Gihon. It flows around the entire land of Cush.,Dibuntaaliliitiilee ní bi yíì Giiyɔn. Díǹ di māntìi tú Kusa tiŋki kɔkɔ.
GEN.1.16,2235,God made the stars and two great lights: the larger light to rule over the day and the smaller light to rule over the night.,"Míǹ ní Unimbɔti ŋá iwalfikpaan ili: ŋkpaŋkpaan di sá ŋwìiń, kutaa yaa wúntèe, ŋú nīn bí ki ŋmíntí. Kiwaai di sá uŋmal, kunyeeuee, ú nīn bí ki ŋmíntí, ní ki ŋá iŋmalbijaa mun."
GEN.6.14,2235,so make a wooden ark. Make the ark with nesting places and cover it inside and out with tar.,"Á dū busubu bun bi yíì goofeeree dɔi kí kpáá meela, kí pìtī poon adiin kí bɔ̀ntī poon nì boon aŋɔ."
GEN.3.13,2235,"The LORD God said to the woman, What have you done?! And the woman said, The snake tricked me, and I ate.",Ní ti-Dindaan Unimbɔti bí unimpu yii: «Ba di yì-tì ní a ŋá míǹ?» Ní unimpu kíí-u yii: «Ukoobu di kíil̀-mi ní m ŋmɔ́.».
GEN.5.14,2235,"In all, Kenan lived years, and he died.",Abin ŋin kɔkɔ Keenan ŋá ki nín kpíìyee kpáfì abin alaataa awa nì abin saalaa ní.
GEN.8.15,2235,God spoke to Noah.,Niinee ní Unimbɔti bí Noowa yii:.
GEN.4.14,2235,"Now that youve driven me away from the fertile land and I am hidden from your presence, Im about to become a roving nomad on the earth, and anyone who finds me will kill me.","A yaa jìn̄-mi díǹ nee kitiŋ pu an sá yii ḿ nīn cá ndandati kí taa nín̄ pìlīǹ-si, kí nīn tú ki yìiǹee, ubɔ yaa ká-mee, see ú kpɔ̀-mi.»."
GEN.7.15,2235,"they came to Noah and entered the ark, two of every creature that breathes.","Tiwan tin kɔkɔ pée cáá kufoouee nóoń tɔb tili tili, ki kɔ́ Noowa cee, meela poon."
GEN.2.14,2235,"The name of the third river is the Tigris, flowing east of Assyria; and the name of the fourth river is the Euphrates.","Bi nìn yíì dibuntaatataatiilee yii Tiiga. Díǹ di pùubìń Asuur tiŋkin, ŋwìiń nyalaŋki pú. Dibuntaananaatiil ní bi yíì Eefiraati."
GEN.3.14,2235,"The LORD God said to the snake, Because you did this, you are the one cursed out of all the farm animals, out of all the wild animals. On your belly you will crawl, and dust you will eat every day of your life.","Ní ti-Dindaan Unimbɔti bí ukoobu yii: «An nín ŋá pu ní a ŋá mimmee, m tɔ́-si mbusu tiwaŋkuti nì ipeel kɔkɔ kansikin. A làá nīn kíǹ ki fù a-bindi pu ní. A-jinti di làá nīn kíǹ ki sá ŋkpɔŋkpɔm kí tin sāā a-kúm dal."
GEN.1.17,2235,God put them in the dome of the sky to shine on the earth.,Ní Unimbɔti dū i-kɔkɔ ki kāaǹ kutagbɔŋu pu í nīn ŋmíntí kitiŋ pu.
GEN.5.15,2235,"When Mahalalel was years old, he became the father of Jared.",Maalaleeyeel ŋá abin imuŋku ita nì abin aŋmoo ní ki màl̄ Jeereedi.
GEN.8.16,2235,"Go out of the ark, you and your wife, your sons, and your sons wives with you.","«Nyā meelan, sii nì a-nimpuu nì a-jipɔmbi nì a-coopoobi."
GEN.6.15,2235,"This is how you should make it: four hundred fifty feet long, seventy-five feet wide, and forty-five feet high.","Á kpáá-bu mpúun ń nīn cáá meetab dilaataal nì imuŋku ili nì saalaa, ŋwaan ń nīn cáá meetab mmuŋku nì biŋmoo, ŋfɔkɔn ń nīn sá meetab saalku."
GEN.4.15,2235,"The LORD said to him, It wont happen; anyone who kills Cain will be paid back seven times. The LORD put a sign on Cain so that no one who found him would assault him.","Ní ti-Dindaan bí-u yii: «Aayee! Un di yaa kūū Kaayeeŋyee, bi làá téeǹ udaan min min u ŋée miluli pu ní.» Ní ti-Dindaan ŋá u-pu kudaaŋŋu kubɔ yii ubɔ yaa ká-uee, ú taa kpɔ̀-u."
GEN.7.16,2235,"Male and female of every creature went in, just as God had commanded him. Then the LORD closed the door behind them.","Tin kɔkɔ pée cáá kufoouee, uja nì usal nìn kɔ́ meelan kii Unimbɔti nín nìn pée tùkū Noowa puee. Ní ti-Dindaan dūu pīiǹ u-pu."
GEN.2.15,2235,The LORD God took the human and settled him in the garden of Eden to farm it and to take care of it.,Ní ti-Dindaan Unimbɔti dū unil ki kāaǹ Eedeen kpaabun ú nīn kù-bu kí nīn kpèé-bu.
GEN.3.15,2235,"I will put contempt between you and the woman, between your offspring and hers. They will strike your head, but you will strike at their heels.","M làá náań kudɔ̀ŋu kí bíĺ sii nì unimpu kansikin, kí bíĺ a-maaliŋu nì u-maaliŋu kansikin. U-maaliŋu làá dāá tāā kí mátí a-yil, ní sii ń dāá jú úǹ tagbíndi.»."
GEN.5.16,2235,"After Jareds birth, Mahalalel lived years; and he had other sons and daughters.","Maalaleeyeel nín màl̄ Jeereedi boonee, u gíti ŋá abin alaataa anii nì abin mmuŋku nì saalaa ní. U nìn gíti màl̄ mbininjabiyaamu nì nnimpubiyaamu ki kútì."
GEN.1.18,2235,"to rule over the day and over the night, and to separate the light from the darkness. God saw how good it was.","ŋubɔ ń nīn bí ki ŋmíntí ŋwiimpu, ŋun kíǹee ń nīn bí ki ŋmíntí kunyeeu. Unimbɔti ká yii míǹ ŋān̄."
GEN.8.17,2235,"Bring out with you all the animals of every kind—birds, livestock, everything crawling on the ground—so that they may populate the earth, be fertile, and multiply on the earth.","Nyāntí tin kɔkɔ pée cáá kufoou ki bí a-ceeyee, an dàkà yii inoon nì tiwaŋkuti nì tin kɔkɔ fù kitiŋee mun, tí kpátí kí gbí kitiŋ pu kí màal̀ kí bùtī kí gbí kitiŋ.»."
GEN.4.16,2235,"Cain left the LORDs presence, and he settled down in the land of Nod, east of Eden.","Ní Kaayeen búntì ndandati kaa ti pìl̄ ti-Dindaan, ki tin kóòń kitiŋ kin bi yíì Noodee. A yaa bí Eedeenee, kì bí ŋwìiń nyalaŋki pú ní."
GEN.6.16,2235,"Make a roof for the ark and complete it one foot from the top. Put a door in its side. In the hold below, make the second and third decks.","A yaa ŋée, á kpáá kí bìin̄ yilpu, ní kí yàntī mbùń dimeetajandi ń nīn bí a nín kpáá ki bīiǹ puee nì meela guŋŋi kansikin, ní kí gíí kipunyɔkɔ dijandi diba pú, ní kí pìtī meela poon aditɔntɔkɔ ata."
GEN.7.17,2235,"The flood remained on the earth for forty days. The waters rose, lifted the ark, and it rode high above the earth.",Ní utaa nìn̄ iwiin imuŋku ili. Ní nnyim gbí kitiŋ pu ní meela yíkì ki dēeǹ nnyim pu.
GEN.2.16,2235,"The LORD God commanded the human, Eat your fill from all of the gardens trees.",Ní ti-Dindaan Unimbɔti síiǹ unil mara nee yii: «A ŋūǹ kí ŋmɔ́ isufi in yú bukpaanee kɔkɔ biliŋ.
GEN.5.17,2235,"In all, Mahalalel lived years, and he died.",Abin ŋin kɔkɔ Maalaleeyeel ŋá ki nín kpíìyee kpáfì abin aŋmoo kpá alaataa awa ní.
GEN.3.16,2235,"To the woman he said, I will make your pregnancy very painful; in pain you will bear children. You will desire your husband, but he will rule over you.","Ní u bí unimpu yii: «A nín ŋá miŋyee, m làá gbéeǹ-si timatíǹdi gìńdi. Nì falaa ní a làá nīn màal̀ a-biyaamu. A-cal neeliŋu làá nīn pée cáá-si, ama úǹ di làá nīn cáá sii pu mpɔn.»."
GEN.1.19,2235,There was evening and there was morning: the fourth day.,"Ní kunyeeu mɔ́ ní kutaa dūu wúntì, ŋwinnanaati dal dee."
GEN.5.18,2235,"When Jared was years old, he became the father of Enoch.",Jeereedi ŋá abin dilaataal nì imuŋku ita nì abin ali ní ki màl̄ Eenɔki.
GEN.2.17,2235,"but dont eat from the tree of the knowledge of good and evil, because on the day you eat from it, you will die.","ama busubu bun bil a yaa ŋmɔ́ a làá béé tiŋan nì tikpitilee ní á taa ŋmɔ́. Daliŋkin a yaa ŋmɔ́ busubu gbanti bilee, a làá kpú ní.»."
GEN.3.17,2235,"To the man he said, Because you listened to your wifes voice and you ate from the tree that I commanded, Dont eat from it, cursed is the fertile land because of you; in pain you will eat from it every day of your life.","Ní ki bí uninja yii: «A nín ŋá pu ki pílifì a-nimpuu nyɔkɔ ní ki ŋmɔ́ busubu bun bil man kpáafì-si yii á taa ŋmɔ́ee, a-puee m tɔ́ kitiŋ mbusu. A làá nīn ŋáań falaa ní kí nín ká tijin kí jī. Míǹ ní án làá nīn bí-si áli kí tin sāā a-kúm dal."
GEN.1.20,2235,"God said, Let the waters swarm with living things, and let birds fly above the earth up in the dome of the sky.","Ní Unimbɔti bí yii: «Tiwan tin cáá kufoouee ń kpátí kí gbí nnyim poon dàaa, inoon mun ń nīn bí kutaa pu ki ŋàaǹ.»."
GEN.5.19,2235,"After Enochs birth, Jared lived years; and he had other sons and daughters.","Jeereedi nín màl̄ Eenɔki boonee, u gíti ŋá abin alaataa anii ní. U nìn gíti màl̄ mbininjabiyaamu nì nnimpubiyaamu ki kútì."
GEN.2.18,2235,"Then the LORD God said, Its not good that the human is alone. I will make him a helper that is perfect for him.",Ní ti-Dindaan Unimbɔti bí yii: «An kaa ŋān̄ unil ń nīn bí u-baba míǹ. M làá náań un làá nīn tútúǹ-uee kí ŋàl̄-u.».
GEN.1.21,2235,"God created the great sea animals and all the tiny living things that swarm in the waters, each according to its kind, and all the winged birds, each according to its kind. God saw how good it was.",Ní Unimbɔti náań tiwambilindi tin kóò nnyiminee nì tin kɔkɔ cáá kufoou ki kpátìi gbí nnyim poonee nì ti-buluku ti-buluku. U náań inoon kɔkɔ nì i-buluku i-buluku. Unimbɔti ká yii míǹ ŋān̄.
GEN.3.18,2235,"Weeds and thistles will grow for you, even as you eat the fields plants.","«Apɔn nì abɔjanaakun di làá nīn nyēē a-kpaabun, a-kpaajinti ní a làá nīn jīǹ."
GEN.5.20,2235,"In all, Jared lived years, and he died.",Abin ŋin kɔkɔ Jeereedi ŋá ki nín kpíìyee kpáfì abin alaataa awa nì imuŋku ita nì abin ali ní.
GEN.2.19,2235,So the LORD God formed from the fertile land all the wild animals and all the birds in the sky and brought them to the human to see what he would name them. The human gave each living being its name.,"Ní u dū ntam ki máń ipeel nì inoon kɔkɔ ní ki cáań-i unil cee kí kpèè u nín làá pɔ̄-i ayin puee, án nín làá ŋá pu ní ipeel kɔkɔ ń nīn cáá ayin ŋin unil pú-iee."
GEN.1.22,2235,"Then God blessed them: Be fertile and multiply and fill the waters in the seas, and let the birds multiply on the earth.","Ní Unimbɔti bīiǹ ti-boon ki bí-tì yii: «Ní bùtī kí gbí tiŋku, inoon mun ń bùtī kí gbí kitiŋ!»."
GEN.3.19,2235,"by the sweat of your face you will eat bread— until you return to the fertile land, since from it you were taken; you are soil, to the soil you will return.","See á tɔ̄ ditundi kí káaĺ kutuntuŋu a-yigbeel pu ní kí wàatī kí nín ká tijin kí jī. Án làá nīn pée bí-si míǹ ní, áli á dāá fàtīí gítí ntam min m lēē ki máń-see poon. Kun puee a sá ŋkpɔŋkpɔm ní ki làá fàtīí gítí ŋkpɔŋkpɔm.»."
GEN.5.21,2235,"When Enoch was years old, he became the father of Methuselah.",Eenɔki ŋá abin imuŋku ita nì abin aŋmoo ní ki màl̄ Matusaleem.
GEN.2.20,2235,"The human named all the livestock, all the birds in the sky, and all the wild animals. But a helper perfect for him was nowhere to be found.",Míǹ ní unil pú tiwaŋkuti kɔkɔ nì inoon nì ipeel kɔkɔ ayin. Ama unil u-ba kaa ká un làá nīn bí ki kɔ́ĺ-u kí nīn tútúǹ-uee.
GEN.1.23,2235,There was evening and there was morning: the fifth day.,"Ní kunyeeu mɔ́ ní kutaa dūu wúntì, ŋwiŋŋmooŋmooti dal dee."
GEN.3.20,2235,The man named his wife Eve because she is the mother of everyone who lives.,"Ní uninja pú u-nimpuu diyindi yii Awa, taapu di sá yii un bí dimaŋfalinee, kun puee úǹ di sá binifoobi kɔkɔ na."
GEN.5.22,2235,"Enoch walked with God. After Methuselahs birth, Enoch lived years; and he had other sons and daughters.","Eenɔki nín màl̄ Matusaleemee, u nóó Unimbɔti deedee áli abin alaataa ata. U nìn gíti màl̄ mbininjabiyaamu nì nnimpubiyaamu ki kútì."
GEN.2.21,2235,"So the LORD God put the human into a deep and heavy sleep, and took one of his ribs and closed up the flesh over it.",Ní ti-Dindaan Unimbɔti yāntì ŋgeembiim miba dɔ́miń ki cúú unil ní u gèen̄. Ŋyunti ŋun u bíi gèeǹee ní ti-Dindaan lēē u-takakalkpabil diba ní ki fātìi dūu bīiǹ.
GEN.1.24,2235,"God said, Let the earth produce every kind of living thing: livestock, crawling things, and wildlife. And thats what happened.","Ní Unimbɔti bí yii: «Tiwan tin fòotēe kɔkɔ kubuluu kubuluu ń nyā kí nīn bí kitiŋ pu, an dàkà yii tiwaŋkuti nì tin fù ti-biŋŋi puee nì ipeel ń nyā!» Ní an ŋá míǹ."
GEN.3.21,2235,The LORD God made the man and his wife leather clothes and dressed them.,Ní ti-Dindaan Unimbɔti dū tigban ki lōoǹ Adam nì u-nimpuu.
GEN.5.23,2235,"In all, Enoch lived years.",Abin ŋin kɔkɔ Eenɔki kāl̀ kitiŋ puee kpáfì abin alaataa ata nì imuŋku ita nì abin aŋmoo ní.
GEN.2.22,2235,"With the rib taken from the human, the LORD God fashioned a woman and brought her to the human being.",Ti-Dindaan Unimbɔti dū ditakakalkpabil din u lēē unilinee ki máń unimpu ní ki cáań-u unil cee.
GEN.1.25,2235,"God made every kind of wildlife, every kind of livestock, and every kind of creature that crawls on the ground. God saw how good it was.",Ní Unimbɔti nyántì kumooun peelii kɔkɔ kubuluu kubuluu nì tiwaŋkuti kɔkɔ kubuluu kubuluu nì tin kɔkɔ fù ti-biŋŋi puee kubuluu kubuluu. Ní Unimbɔti ká yii míǹ ŋān̄.
GEN.3.22,2235,"The LORD God said, The human being has now become like one of us, knowing good and evil. Now, so he doesnt stretch out his hand and take also from the tree of life and eat and live forever.","U ŋá míǹ ki dóòyee ní ki bí yii: «Kɔŋkɔnnee, unil kpántì kii ti-kansikin ubɔ dee, ki kíǹ ki nyí tiŋan nì tikpitil. Tí taa yàntī ú ŋmɔ́ dimaŋfal subil kí nīn bí jaanjaan kaa kúù.»."
GEN.5.24,2235,Enoch walked with God and disappeared because God took him.,"Eenɔki nìn nóó Unimbɔti deedee, an puee Unimbɔti yōoǹ-u baa ti ká-u."
GEN.2.23,2235,"The human said, This one finally is bone from my bones and flesh from my flesh. She will be called a woman because from a man she was taken.","Ní unil bí yii: «Kpèè min bí nee, m-kpabiŋ kpabil sèé, m-wunnanti nanti sèé. Un bí nee ní bi làá nīn yíì unimpu. Kun puee uninjan ní bi lēeń-u.»."
GEN.1.26,2235,"Then God said, Let us make humanity in our image to resemble us so that they may take charge of the fish of the sea, the birds in the sky, the livestock, all the earth, and all the crawling things on earth.","Ní Unimbɔti bí yii: «Tí náań unil kí nántíǹ ti-ba, ú nīn náań nì ti, kí nīn cáá mpɔn ijɔm nì inoon pu, kí nīn cáá mpɔn tiwaŋkuti nì ipeel kɔkɔ nì tin kɔkɔ fù ti-biŋŋi pu ki bí kitiŋ puee pu!»."
GEN.5.25,2235,"When Methuselah was years old, he became the father of Lamech.",Matusaleem ŋá abin dilaataal nì imuŋku inaa nì abin aluli ní ki màl̄ Leemeeki.
GEN.3.23,2235,the LORD God sent him out of the garden of Eden to farm the fertile land from which he was taken.,Niinee ní ti-Dindaan Unimbɔti jìn̄-u Eedeen kpaabun ú cù kí nīn kù kitiŋ kin pu bi lēē ki máń-uee.
GEN.2.24,2235,"This is the reason that a man leaves his father and mother and embraces his wife, and they become one flesh.","An pu ní uninja dāa nyēē u-ba kaa ti bí u-baa nì u-na cee ní u nì u-nimpuu ń kɔ́ tɔbin, ní kí kpántí ŋwuŋgbambaanti."
GEN.1.27,2235,"God created humanity in Gods own image, in the divine image God created them, male and female God created them.","Ní Unimbɔti náań unil ki nántiǹ u-ba, u náań-u ki nántiǹ úǹ Unimbɔti u-ba ní. U nìn náań uninja nì unimpu ní."
GEN.5.26,2235,"After Lamechs birth, Methuselah lived years; and he had other sons and daughters.","Matusaleem nín màl̄ Leemeeki boonee, u gíti ŋá abin alaataa aluli nì imuŋku inaa nì abin ali ní. U nìn gíti màl̄ mbininjabiyaamu nì nnimpubiyaamu ki kútì."
GEN.3.24,2235,"He drove out the human. To the east of the garden of Eden, he stationed winged creatures wielding flaming swords to guard the way to the tree of life.","U jìn̄ unil mimmee ní ki cáań keerubimbiki yóoǹ bukpaayee nyɔkɔpu ŋwìiń nyalaŋki pú, bi ŋúb́ kitàataajiki ki fīintí an ŋmóò làka laka, ki yú dimaŋfal subu saŋŋu pu ki cí-ŋu."
GEN.2.25,2235,"The two of them were naked, the man and his wife, but they werent embarrassed.",Uninja nì unimpu nìn pée bí dicancaŋgbeel ní kaa nìn cáá tɔb pu icoo.
GEN.1.28,2235,"God blessed them and said to them, Be fertile and multiply; fill the earth and master it. Take charge of the fish of the sea, the birds in the sky, and everything crawling on the ground.","Ní Unimbɔti bīiǹ bi-boon ki bí-bi yii: «Ní màal̀ kí bùtī, binib ń gbí kitiŋ. Ní nīn cáá mpɔn kitiŋ pu nì ijɔm nì inoon nì tin kɔkɔ pée fù ti-biŋŋi pu ki bí kitiŋ puee pu!»."
GEN.5.27,2235,"In all, Methuselah lived years, and he died.",Abin ŋin kɔkɔ Matusaleem ŋá ki nín kpíìyee kpáfì abin alaataa awa nì imuŋku ita nì abin awa.
GEN.1.29,2235,"Then God said, I now give to you all the plants on the earth that yield seeds and all the trees whose fruit produces its seeds within it. These will be your food.","Ní Unimbɔti kútì yii: «M dū tin kɔkɔ lòoǹ ibi ki yú kitiŋ jaŋŋi kɔkɔ puee nì isufi in lòoǹ asubilee ki tīī-ni, án nīn sá ni-jinti."
GEN.4.17,2235,Cain knew his wife intimately. She became pregnant and gave birth to Enoch. Cain built a city and named the city after his son Enoch.,"Kaayeen cáá unimpu, ní u cáá dipool ki màl̄ Eenɔki. Boonee ní u máń adiin ní an dūu kpántì kitiŋ, ní u dū u-jipɔɔn yindi Eenɔki ki pú-kì."
GEN.8.18,2235,"So Noah went out of the ark with his sons, his wife, and his sons wives.",Ní Noowa nyáń meela poon u nì u-nimpuu nì u-jipɔmbi nì u-coopoobi.
GEN.6.17,2235,I am now bringing the floodwaters over the earth to destroy everything under the sky that breathes. Everything on earth is about to take its last breath.,"Man làá yàntī utaa ń nì, ní nnyiŋgbeen ń kúntí tin kɔkɔ pée cáá kufoou ki bí kitiŋ puee, tin kɔkɔ bí kitiŋ puee làá céetí."
GEN.7.18,2235,The waters rose and spread out over the earth. The ark floated on the surface of the waters.,"Ní nnyim gbí ki bīiǹ kitiŋ kɔkɔ, ní meela kíǹ ki dēē nnyim pu."
GEN.5.28,2235,"When Lamech was years old, he became the father of a son.",Leemeeki ŋá abin dilaataal nì imuŋku inaa nì abin ali ní ki màl̄ kibininjabiki.
GEN.1.30,2235,"To all wildlife, to all the birds in the sky, and to everything crawling on the ground—to everything that breathes—I give all the green grasses for food. And thats what happened.","Míǹ mbaantiim, m dū timool ki tīī tiwaŋkuti tin bí kitiŋ puee kɔkɔ nì inoon kɔkɔ nì tin kɔkɔ pée fù ti-biŋŋi pu, ki bí kitiŋ pu ki cáá kufoouee án nīn sá tì-jinti.» Ní an ŋá míǹ."
GEN.4.18,2235,"Irad was born to Enoch. Irad fathered Mehujael, Mehujael fathered Methushael, and Methushael fathered Lamech.","Ní Eenɔki màl̄ Yiraadi, ní Yiraadi màl̄ Meewujayeel, ní Meewujayeel màl̄ Meetukayeel, ní Meetukayeel màl̄ Leemeeki."
GEN.6.18,2235,"But I will set up my covenant with you. You will go into the ark together with your sons, your wife, and your sons wives.","Ama m làá pòon̄ sii dipoondi. A làá dāá kɔ́ meelan, sii nì a-nimpuu nì a-jipɔmbi nì a-coopoobi."
GEN.8.19,2235,"All the animals, all the livestock, all the birds, and everything crawling on the ground, came out of the ark by their families.","Ní tiwaŋkuti nì ipeel nì tin fù ti-biŋŋi puee nì tin kɔkɔ fù kitiŋ puee, ti-kɔkɔ nì ti-buluku ti-buluku nyáń meela poon."
GEN.5.29,2235,"and named him Noah, saying, This one will give us relief from our hard work, from the pain in our hands, because of the fertile land that the LORD cursed.",U nìn pú-kì diyindi yii Noowa ní ki bí yii: «Un bí nee di làá cáań-ti dipɔɔsɔŋkil ti-Dindaan nín tɔ́ kitiŋ mbusu ti kɔ́ agìŋ́kpaan ŋin poonee.».
GEN.7.19,2235,The waters rose even higher over the earth; they covered all of the highest mountains under the sky.,Nnyim mɔ̄tìi gbí ki jɔ́m̀ ki tin bīiǹ ajoon ŋin fɔ̀kɔ̀ tikpilee kɔkɔ pu.
GEN.1.31,2235,God saw everything he had made: it was supremely good. There was evening and there was morning: the sixth day.,"Unimbɔti ká yii tin kɔkɔ u ŋée ŋān̄ tikpil. Ní kunyeeu mɔ́ ní kutaa dūu wúntì, ŋwinluluuti dal dee."
GEN.4.19,2235,"Lamech took two wives, the first named Adah and the second Zillah.","Ní Leemeeki cáá binimpoobi bili, bi yíì upeekaa yii Ada, ki yíì uliliiti yii Siila."
GEN.6.19,2235,"From all living things—from all creatures—you are to bring a pair, male and female, into the ark with you to keep them alive.","Á dāá lēē tin kɔkɔ cáá kufoouee, kubuluu kamaa uja nì usal kí kɔ́ǹ meelan sii nì bi ń ŋmátí."
GEN.8.20,2235,"Noah built an altar to the LORD. He took some of the clean large animals and some of the clean birds, and placed entirely burned offerings on the altar.","Noowa nyáńee, ní ki máń ti-Dindaan nsaraafan, ní ki lēē tiwaŋkuti tin kɔkɔ ŋān̄ bí dūú ŋá saraayee poon tiba, nì inoon in kɔkɔ ŋān̄ bí dūú ŋá saraayee poon iba ki dūu wùn̄ ŋŋmi nsaraafanee pu ki ŋá saraa ki tīī ti-Dindaan."
GEN.5.30,2235,"After Noahs birth, Lamech lived years; and he had other sons and daughters.","Leemeeki nín màl̄ Noowa boonee, u ŋá abin aŋmoo kpá alaataa aluu. U nìn gíti màl̄ mbininjabiyaamu nì nnimpubiyaamu ki kútì."
GEN.7.20,2235,"The waters rose twenty-three feet high, covering the mountains.",Nnyim gbí ki bīiǹ ajoon pu ki páaǹ kii meetab biluli pu.
GEN.4.20,2235,Adah gave birth to Jabal; he was the ancestor of those who live in tents and own livestock.,"Ní Ada màl̄ Yabaal, úǹ di sá bin kɔkɔ kóò tantib poon ki yìiǹ ki kpàá inaayee naanja."
GEN.6.20,2235,"From each kind of bird, from each kind of livestock, and from each kind of everything that crawls on the ground—a pair from each will go in with you to stay alive.","Á dāá lēē unoon kamaa buluku uja nì usal, nì kuwaŋkuluu kamaa buluku uja nì usal, nì kun kamaa pée fù kitiŋ puee buluku uja nì usal, bi-kɔkɔ ń dāá dāan̄ a-cee kí ŋmátí."
GEN.8.21,2235,"The LORD smelled the pleasing scent, and the LORD thought to himself, I will not curse the fertile land anymore because of human beings since the ideas of the human mind are evil from their youth. I will never again destroy every living thing as I have done.","U-saraauee sɔnsɔfiŋu kɔ́ ti-Dindaan ki mɔ́ɔkiǹ-u ní u lī u-pɔbilin yii: «Kí yòon̄ díǹ kí nīn cée, maa làá ti bīil̀ kitiŋ unil pu. Báà nì min doooo unil biyatin ní u-pɔbil sá dikpitilee, maa làá ti dáaĺ tin kɔkɔ cáá kufoouee tafal kii m nín dáaĺ pu nee."
GEN.5.31,2235,"In all, Lamech lived years, and he died.",Abin ŋin kɔkɔ Leemeeki ŋá ki nín kpíìyee kpáfì abin alaataa aluli nì abin ata kpá imuŋku inaa ní.
GEN.7.21,2235,"Every creature took its last breath: the things crawling on the ground, birds, livestock, wild animals, everything swarming on the ground, and every human being.","Tin kɔkɔ nìn pée cáá kufoou ki bí kitiŋ puee, an dàkà yii inoon nì tiwaŋkuti nì ipeel nì tin kɔkɔ pée kpátì ki gbí kitiŋ puee, ki kpáaǹ binib, kɔkɔ kpíì múb."
GEN.4.21,2235,His brothers name was Jubal; he was the ancestor of those who play stringed and wind instruments.,U-naal ní bi nìn yíì Yubaal. Úǹ di sá bin bɔ̀ɔ́ tibati ki búǹ awulee naanja.
GEN.6.21,2235,Take some from every kind of food and stow it as food for you and for the animals.,Á dāá nyàab̀ tin kɔkɔ pée sá tijinee mun kí kpāafì án dāá nīn sá sii nì tin kɔkɔ bí a-ceeyee jinti.».
GEN.8.22,2235,"As long as the earth exists, seedtime and harvest, cold and hot, summer and autumn, day and night will not cease.","Iyunti in kɔkɔ kitiŋ cáá kí nīn bée, tiwan dibɔldi nì tijin dical, tiwool nì kutuntuŋu, dipeel nì kuseeu, ŋwiimpu nì kunyeeu kpá ki gbèen̄.»."
GEN.5.32,2235,"When Noah was years old, Noah became the father of Shem, Ham, and Japheth.",Noowa nìn cáá abin alaataa aŋmoo ní ki màl̄ Seem nì Kaam nì Jaafeeti.
GEN.7.22,2235,Everything on dry land with lifes breath in its nostrils died.,Tin kɔkɔ nìn pée bí ki cáá kufoou ki fòotī ki bí kitiŋ puee kpíì.
